;;7.93732e+61;7.93732e+61;1.13402e+125;1;1000;1.00005;2.99995;4.37525e-09;1;17;1.00049;2.99951;4.75137e-07;1;67;67
;;1;3;4.40209e-11;135;4;0.999979;3.00002;8.11107e-10;98;3;1;3;3.94859e-20;76;2;2
7.91168;-6.81422;1.00057;2.99943;6.57485e-07;1;91;1.00014;2.99987;3.81106e-08;1;31;1.00107;2.99848;4.27936e-06;1;171;171
;;-4.16618e+64;-4.16618e+64;3.12427e+130;1;1000;1.00004;2.99996;3.46364e-09;1;37;1.00042;2.99941;6.47548e-07;1;76;76
;;1.00192;3.00271;9.6958e-05;1002;35;1;3;2.19538e-14;169;5;1;3;0;136;3;3
-3.86824;8.31723;0.999409;3.00059;6.99268e-07;1;86;0.999893;3.0001;2.21496e-08;1;30;0.998739;3.00138;3.54375e-06;1;161;161
;;6.44463e+63;6.44463e+63;7.47599e+128;1;1000;0.999953;3.00005;4.37692e-09;1;18;0.99951;3.00054;5.34523e-07;1;72;72
;;0.99992;3.00009;1.43797e-08;911;28;1;3;1.09861e-17;190;5;1;3;3.9443e-30;139;3;3
-7.24628;6.73871;0.999374;3.00063;7.84227e-07;1;87;0.999894;3.00011;2.35296e-08;1;31;0.998347;3.00075;6.56288e-06;1;166;166
;;-6.46995e+64;-6.46995e+64;7.53485e+130;1;1000;0.999943;3.00006;7.05892e-09;1;38;0.999357;3.00029;9.915e-07;1;74;74
;;0.999877;3.00013;3.24918e-08;657;21;1;3;1.41221e-13;162;5;1;3;0;138;3;3
6.58405;4.66366;1.00059;2.99941;6.90199e-07;1;77;1.00014;2.99987;3.6848e-08;1;28;1.00178;3.00053;2.47013e-05;1;157;157
;;1.0403e+65;1.0403e+65;1.94802e+131;1;1000;1.00004;2.99996;3.55477e-09;1;31;1.00064;3.00019;3.19189e-06;1;71;71
;;1.00003;2.99997;1.77863e-09;220;7;1;3;3.08439e-15;168;5;1;3;8.65922e-20;77;2;2
7.46124;0.284365;1.00059;2.99941;7.00787e-07;1;85;1.00012;2.99988;2.9049e-08;1;30;1.00167;2.9993;7.06617e-06;1;161;161
;;5.37627e+64;5.37627e+64;5.20277e+130;1;1000;0.999945;3.00006;6.6003e-09;1;54;1.00065;2.99973;1.06583e-06;1;72;72
;;1.0001;2.9999;2.06751e-08;596;19;1;3;4.84894e-17;176;5;1;3;2.37776e-19;76;2;2
1.40448;0.0688527;1.00062;2.99938;7.61553e-07;1;75;1.0001;2.9999;2.04715e-08;1;28;1.00025;2.99818;1.317e-05;1;144;144
;;-3.62667e+64;-3.62667e+64;2.36749e+130;1;1000;1.00004;2.99996;3.11742e-09;1;44;1.0001;2.99928;2.07938e-06;1;65;65
;;1.00005;2.99995;5.48854e-09;352;11;1;3;4.71425e-16;177;5;1;3;9.88546e-19;74;2;2
-9.4686;3.98318;0.999402;3.0006;7.16e-07;1;87;0.999889;3.00011;2.55725e-08;1;31;0.9982;3.00017;1.39025e-05;1;169;169
;;-1.3615e+65;-1.3615e+65;3.3366e+131;1;1000;0.999954;3.00004;3.94188e-09;1;31;0.999282;3.00007;2.21267e-06;1;75;75
;;0.999991;3.00001;1.80406e-10;426;13;1;3;2.72744e-14;158;5;1;3;4.36196e-20;73;2;2
-7.13588;3.81883;0.999422;3.00058;6.67267e-07;1;85;0.99987;3.00013;3.27806e-08;1;30;0.998193;3.00018;1.38701e-05;1;164;164
;;-1.05026e+65;-1.05026e+65;1.98547e+131;1;1000;0.999937;3.00007;8.30881e-09;1;30;0.999279;3.00007;2.20398e-06;1;73;73
;;0.999929;3.00007;1.0467e-08;340;11;1;3;4.35844e-15;167;5;1;3;0;137;3;3
4.74905;-0.249198;1.00062;2.99938;7.66868e-07;1;82;1.00016;2.99984;5.17225e-08;1;28;1.00139;2.99879;3.52627e-06;1;154;154
;;7.1747e+63;7.1747e+63;9.26575e+128;1;1000;0.999963;3.00004;2.97413e-09;1;52;1.00055;2.99952;5.5854e-07;1;69;69
;;1.00051;2.99928;9.58696e-07;1002;33;1;3;4.50348e-13;132;4;1;3;1.20168e-18;74;2;2
-5.83361;-3.17216;0.999406;3.00059;7.06427e-07;1;60;0.999883;3.00011;2.60186e-08;1;24;0.99863;2.99876;3.06088e-05;1;166;166
;;-1.86679e+65;-1.86679e+65;6.27283e+131;1;1000;1.00005;2.99995;4.48079e-09;1;26;0.999467;2.99952;4.62429e-06;1;74;74
;;0.999962;3.00004;2.81875e-09;230;7;1.00007;2.9999;1.87436e-08;120;4;1;3;7.88861e-31;138;3;3
5.76285;-5.2546;1.00061;2.99939;7.49382e-07;1;88;1.00012;2.99989;2.58929e-08;1;31;1.00091;2.99843;5.06461e-06;1;167;167
;;-5.0119e+64;-5.0119e+64;4.52145e+130;1;1000;0.999954;3.00005;4.38746e-09;1;26;1.00033;2.99943;6.56542e-07;1;75;75
;;1.00016;2.99985;4.79349e-08;900;29;1;3;6.81329e-16;182;5;1;3;0;137;3;3
-8.89959;4.93161;0.999382;3.00062;7.6423e-07;1;87;0.999888;3.00012;2.58774e-08;1;31;0.998209;3.00035;1.16466e-05;1;168;168
;;-1.14369e+65;-1.14369e+65;2.35444e+131;1;1000;nan;nan;nan;1;1000;0.999321;3.00013;1.6729e-06;1;75;75
;;0.999985;3.00002;4.77293e-10;492;15;1;3;1.87665e-15;170;5;1;3;7.88861e-31;137;3;3
-6.76939;-4.90333;1.00058;2.99942;6.83274e-07;1;45;1.00012;2.99988;2.88496e-08;1;20;0.998731;2.99871;2.94802e-05;1;170;170
;;-2.24959e+65;-2.24959e+65;9.10919e+131;1;1000;1.00006;2.99994;7.86599e-09;1;41;0.999531;2.99952;4.02597e-06;1;76;76
;;1;3;7.16768e-14;145;4;1;3;9.42442e-14;147;4;1;3;1.57772e-30;136;3;3
6.02306;-3.25588;1.00059;2.99941;6.9455e-07;1;87;1.00012;2.99988;3.10168e-08;1;30;1.00117;2.99854;3.85261e-06;1;163;163
;;-1.76953e+64;-1.76953e+64;5.63623e+129;1;1000;0.999951;3.00005;5.26065e-09;1;25;1.00044;2.99945;5.52497e-07;1;73;73
;;1.00253;2.99798;1.1556e-05;1002;35;0.999832;3.00021;8.11317e-08;87;3;1;3;3.9443e-30;137;3;3
2.94341;5.9109;0.999366;3.00063;8.03186e-07;1;63;0.999888;3.00011;2.46996e-08;1;25;1.00103;3.00155;3.00691e-05;1;147;147
;;6.96766e+64;6.96766e+64;8.73868e+130;1;1000;0.99995;3.00005;5.34216e-09;1;26;1.00037;3.00056;3.8731e-06;1;67;67
;;0.999999;3;6.50211e-13;171;5;1.00003;2.99999;2.08561e-09;126;4;1;3;4.37422e-21;81;2;2
7.7619;-2.03074;1.00062;2.99938;7.59257e-07;1;87;1.00014;2.99986;3.70391e-08;1;30;1.0015;2.99888;4.09752e-06;1;164;164
;;2.48482e+64;2.48482e+64;1.11138e+130;1;1000;0.999931;3.00006;8.88805e-09;1;25;1.00053;2.99961;5.04213e-07;1;74;74
;;0.929739;2.98835;0.0319065;1002;35;1;3;3.45917e-14;175;5;1;3;4.93442e-19;74;2;2
9.96802;2.9071;1.00058;2.99942;6.83189e-07;1;85;1.00014;2.99987;3.55596e-08;1;30;1.00189;2.99998;1.76174e-05;1;165;165
;;1.27389e+65;1.27389e+65;2.92105e+131;1;1000;0.999921;3.00008;1.21616e-08;1;37;1.0007;2.99999;2.40208e-06;1;74;74
;;1.00001;2.99999;3.43197e-10;354;11;1;3;6.14997e-13;127;4;1;3;9.95055e-18;71;2;2
2.61171;1.93411;1.00061;2.99939;7.47943e-07;1;73;1.00015;2.99984;4.61012e-08;1;26;1.00151;2.999;4.29797e-06;1;136;136
;;7.83444e+63;7.83444e+63;1.10481e+129;1;1000;0.999963;3.00003;2.58062e-09;1;42;1.00058;2.99961;6.43123e-07;1;62;62
;;1.00017;2.99981;6.58238e-08;1002;31;1;3;8.04386e-15;181;5;1;3;7.84337e-22;78;2;2
6.55262;0.0765354;1.00061;2.99939;7.38078e-07;1;84;1.00011;2.99989;2.34007e-08;1;30;1.00168;2.99912;6.12232e-06;1;158;158
;;3.77377e+64;3.77377e+64;2.56344e+130;1;1000;0.999936;3.00006;8.31062e-09;1;39;1.00063;2.99967;8.7659e-07;1;71;71
;;1.0001;2.9999;2.04298e-08;794;25;1;3;7.66939e-15;168;5;1;3;4.37063e-19;75;2;2
-2.5448;-6.73625;1.00061;2.99939;7.4104e-07;1;81;1.00015;2.99985;4.55917e-08;1;29;0.999359;2.99824;2.66178e-05;1;168;168
;;-1.9063e+65;-1.9063e+65;6.54118e+131;1;1000;1.00007;2.99993;9.07626e-09;1;31;0.999757;2.99933;3.82332e-06;1;75;75
;;1.00003;2.99998;1.26472e-09;214;7;1;3;1.19089e-15;171;5;1;3;3.9443e-30;135;3;3
2.29014;-5.04395;1.0006;2.9994;7.25004e-07;1;85;1.00013;2.99987;3.43768e-08;1;30;1.00029;2.99821;1.22811e-05;1;164;164
;;-9.69412e+64;-9.69412e+64;1.69157e+131;1;1000;0.999955;3.00004;3.91607e-09;1;29;1.00011;2.99929;1.95148e-06;1;73;73
;;1.00002;2.99998;8.9336e-10;415;13;1;3;3.74325e-14;157;5;1;3;1.66055e-25;82;2;2
-6.66612;-8.42927;1.00063;2.99937;7.85117e-07;1;76;1.00014;2.99986;3.84912e-08;1;28;0.99898;2.99848;2.91578e-05;1;174;174
;;-2.74087e+65;-2.74087e+65;1.35222e+132;1;1000;1.00005;2.99995;4.97978e-09;1;28;0.999593;2.99939;4.64806e-06;1;77;77
;;1.00001;3;5.05217e-11;227;7;1;3;4.98746e-14;209;6;1;3;1.04352e-17;74;2;2
-7.36653;-3.0385;0.999409;3.00059;6.98023e-07;1;72;0.999876;3.00013;3.14601e-08;1;27;0.998486;2.99891;3.06641e-05;1;168;168
;;-2.06763e+65;-2.06763e+65;7.69518e+131;1;1000;0.999943;3.00006;6.75646e-09;1;27;0.999426;2.99959;4.40453e-06;1;75;75
;;0.999985;3.00001;4.4313e-10;158;5;1;3;1.53645e-16;168;5;1;3;7.88861e-31;137;3;3
2.19959;4.93561;0.999405;3.0006;7.08504e-07;1;61;0.99988;3.00013;3.02843e-08;1;24;1.00096;3.00155;2.85468e-05;1;139;139
;;4.50013e+64;4.50013e+64;3.64521e+130;1;1000;0.999963;3.00003;2.55382e-09;1;26;1.00038;3.00062;4.5e-06;1;63;63
;;1;3;8.58489e-11;204;6;1;3;4.82745e-17;176;5;1;3;2.26148e-20;83;2;2
-8.56246;-2.49722;0.999391;3.00061;7.42145e-07;1;77;0.99985;3.00015;4.40476e-08;1;28;0.998356;2.99905;3.04036e-05;1;169;169
;;-2.1616e+65;-2.1616e+65;8.41051e+131;1;1000;0.999938;3.00006;7.09444e-09;1;29;0.999423;2.99967;3.74725e-06;1;76;76
;;0.999999;3;5.21044e-12;198;6;1;3;3.56119e-14;155;5;1;3;3.9443e-30;137;3;3
-3.94525;-5.55205;1.0006;2.9994;7.21231e-07;1;76;1.00013;2.99987;3.47021e-08;1;28;0.999058;2.99837;2.99794e-05;1;167;167
;;-1.93734e+65;-1.93734e+65;6.75592e+131;1;1000;1.00005;2.99995;4.97602e-09;1;29;0.999661;2.99941;3.88633e-06;1;75;75
;;1;3;1.06001e-11;150;5;1;3;3.45019e-14;159;5;1;3;4.50933e-17;72;2;2
-6.65436;9.38326;0.999406;3.00059;7.05868e-07;1;89;0.999897;3.00011;2.2313e-08;1;31;0.998542;3.00122;3.8385e-06;1;167;167
;;-1.82448e+64;-1.82448e+64;5.99172e+129;1;1000;nan;nan;nan;1;1000;0.999475;3.00044;4.97598e-07;1;75;75
;;0.998267;3.00237;1.02246e-05;1002;35;1;3;7.62345e-18;189;5;1;3;2.14147e-21;76;2;2
7.09378;7.74188;1.00058;2.99942;6.75072e-07;1;67;1.00011;2.99989;2.32782e-08;1;26;1.00143;3.00111;2.89447e-05;1;163;163
;;1.5553e+65;1.5553e+65;4.35413e+131;1;1000;nan;nan;nan;1;1000;1.00054;3.00042;4.15091e-06;1;73;73
;;1.00002;2.99998;5.31841e-10;156;5;0.999999;2.99999;5.40618e-10;123;4;1;3;8.94107e-21;76;2;2
-8.85375;7.2882;0.999402;3.0006;7.16399e-07;1;89;0.999874;3.00013;3.3052e-08;1;31;0.998306;3.00074;7.07422e-06;1;169;169
;;-7.98854e+64;-7.98854e+64;1.1487e+131;1;1000;0.999958;3.00004;3.71511e-09;1;35;0.999405;3.00026;8.71898e-07;1;76;76
;;0.999915;3.00009;1.57111e-08;658;21;1;3;1.57707e-14;159;5;1;3;1.12177e-18;72;2;2
-3.00004;-3.5344;1.00058;2.99942;6.70057e-07;1;73;1.00014;2.99987;3.64651e-08;1;27;0.999015;2.99839;3.04556e-05;1;162;162
;;-1.51207e+65;-1.51207e+65;4.11542e+131;1;1000;1.00006;2.99994;7.48585e-09;1;27;0.999646;2.99942;3.94175e-06;1;73;73
;;1;3;2.96044e-12;237;7;1;3;6.42594e-15;160;5;1;3;7.88861e-31;137;3;3
9.5458;-1.34523;1.00061;2.99939;7.34898e-07;1;88;1.00011;2.99988;2.64601e-08;1;31;1.00163;2.99917;5.89541e-06;1;167;167
;;6.02932e+64;6.02932e+64;6.54349e+130;1;1000;0.999945;3.00005;5.91727e-09;1;41;1.00059;2.9997;7.64241e-07;1;75;75
;;1.00009;2.99991;1.63502e-08;787;25;1;3;4.33979e-14;162;5;1;3;2.97167e-19;74;2;2
6.04015;1.56246;1.00057;2.99943;6.57026e-07;1;82;1.00013;2.99987;3.44463e-08;1;29;1.00178;2.99949;9.86406e-06;1;155;155
;;5.17103e+64;5.17103e+64;4.81311e+130;1;1000;1.00004;2.99995;3.80705e-09;1;25;1.00065;2.99981;1.34064e-06;1;70;70
;;1.00004;2.99995;4.00972e-09;482;15;1;3;2.54583e-16;184;5;1;3;5.35229e-18;73;2;2
3.32462;-0.0404862;1.00059;2.99941;6.86955e-07;1;80;1.00013;2.99987;3.50497e-08;1;28;1.00111;2.99854;3.83978e-06;1;149;149
;;-1.02752e+64;-1.02752e+64;1.90043e+129;1;1000;0.999931;3.00006;8.94576e-09;1;24;1.00044;2.99942;6.07225e-07;1;67;67
;;0.973937;3.00122;0.00314989;1002;34;1;3;3.66114e-16;185;5;1;3;1.70696e-20;76;2;2
-2.94177;-3.34995;1.00061;2.99939;7.46909e-07;1;72;1.00013;2.99987;3.29874e-08;1;27;0.99903;2.99844;2.90583e-05;1;162;162
;;-1.47723e+65;-1.47723e+65;3.92795e+131;1;1000;1.00006;2.99994;6.94083e-09;1;27;0.999651;2.99944;3.7609e-06;1;73;73
;;1;3;5.44175e-12;235;7;1;3;2.12238e-15;162;5;1;3;1.70049e-17;72;2;2
-6.23514;0.294793;0.999389;3.00061;7.46422e-07;1;78;0.999887;3.00011;2.44982e-08;1;29;0.998308;2.99937;2.48781e-05;1;163;163
