0
0,0160548
0,0611774
0,131051
0,221686
0,329416
0,450891
0,583071
0,723211
0,868855
1,01782
1,16817
1,31822
1,46652
1,61181
1,75305
1,88937
2,02005
2,14455
2,26245
2,37344
2,47733
2,57404
2,66355
2,74592
2,82129
2,88984
2,95177
3,00737
3,05691
3,10071
3,13908
3,17238
3,20095
3,22512
3,24524
3,26165
3,27468
3,28465
3,29186
3,29661
3,29919
3,29985
3,29884
3,29639
3,29273
3,28804
3,28252
3,27632
3,2696
3,2625
3,25513
3,24762
3,24004
3,23249
3,22503
3,21774
3,21065
3,20382
3,19727
3,19104
3,18515
3,1796
3,17441
3,16959
3,16512
3,16102
3,15727
3,15386
3,15078
3,14802
3,14556
3,14339
3,14149
3,13984
3,13843
3,13724
3,13626
3,13545
3,13482
3,13433
3,13399
3,13376
3,13364
3,13362
3,13368
3,13381
3,13401
3,13425
3,13453
3,13485
3,13519
3,13555
3,13592
3,1363
3,13668
3,13706
3,13744
3,1378
3,13816
3,1385
3,13883
3,13914
3,13944
3,13971
3,13997
3,14021
3,14043
3,14064
3,14083
3,141
3,14115
3,14129
3,14141
3,14152
3,14161
3,14169
3,14176
3,14182
3,14187
3,14191
3,14194
3,14196
3,14198
3,14199
3,14199
3,14199
3,14199
3,14198
3,14197
3,14196
3,14195
3,14193
3,14191
3,14189
3,14188
3,14186
3,14184
3,14182
3,1418
3,14178
3,14176
3,14175
3,14173
3,14171
3,1417
3,14169
3,14167
3,14166
3,14165
3,14164
3,14163
3,14162
3,14161
3,14161
3,1416
3,1416
3,14159
3,14159
3,14158
3,14158
3,14158
3,14158
3,14158
3,14157
3,14157
3,14157
3,14157
3,14157
3,14157
3,14157
3,14157
3,14157
3,14157
3,14158
3,14158
3,14158
3,14158
3,14158
3,14158
3,14158
3,14158
3,14158
3,14158
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
3,14159
