0
0,313366
0,58192
0,808944
0,997694
1,15138
1,27312
1,36596
1,43282
1,47648
1,49959
1,50465
1,49402
1,46989
1,43429
1,38911
1,33607
1,27674
1,21256
1,14481
1,07465
1,00308
0,931026
0,859258
0,788457
0,719202
0,651979
0,587188
0,525153
0,466127
0,410298
0,357799
0,308711
0,263071
0,220874
0,182086
0,146639
0,114443
0,0853865
0,0593428
0,0361708
0,0157199
-0,00216769
-0,0176543
-0,0309048
-0,0420842
-0,0513564
-0,0588826
-0,0648198
-0,0693201
-0,0725298
-0,0745884
-0,0756285
-0,0757752
-0,0751459
-0,0738501
-0,0719893
-0,0696574
-0,0669401
-0,063916
-0,0606561
-0,0572242
-0,0536774
-0,0500666
-0,0464362
-0,042825
-0,0392667
-0,0357896
-0,0324178
-0,0291708
-0,0260644
-0,0231111
-0,0203198
-0,0176969
-0,0152463
-0,0129694
-0,0108659
-0,00893366
-0,00716928
-0,00556801
-0,00412414
-0,00283115
-0,00168188
-0,000668696
0,000216401
0,000981606
0,00163523
0,00218558
0,00264091
0,00300931
0,00329867
0,0035166
0,00367043
0,00376716
0,00381341
0,00381544
0,00377911
0,00370988
0,00361282
0,0034926
0,0033535
0,00319943
0,0030339
0,00286011
0,00268088
0,00249872
0,00231585
0,00213418
0,00195536
0,00178081
0,0016117
0,001449
0,00129347
0,00114571
0,00100617
0,000875142
0,000752808
0,000639229
0,000534377
0,000438137
0,000350323
0,000270693
0,000198952
0,000134767
7,77743e-05
2,7586e-05
-1,62019e-05
-5,40037e-05
-8,62381e-05
-0,000113324
-0,000135676
-0,0001537
-0,000167792
-0,000178334
-0,000185694
-0,000190221
-0,000192246
-0,000192083
-0,000190024
-0,000186342
-0,000181289
-0,000175098
-0,000167983
-0,000160137
-0,000151735
-0,000142937
-0,000133882
-0,000124694
-0,000115484
-0,000106346
-9,73615e-05
-8,86002e-05
-8,01197e-05
-7,19674e-05
-6,41809e-05
-5,67894e-05
-4,98141e-05
-4,32693e-05
-3,7163e-05
-3,14979e-05
-2,6272e-05
-2,14788e-05
-1,71088e-05
-1,31492e-05
-9,58507e-06
-6,3993e-06
-3,57339e-06
-1,0877e-06
1,07822e-06
2,94528e-06
4,53459e-06
5,86723e-06
6,96403e-06
7,84541e-06
8,53123e-06
9,04065e-06
9,39206e-06
9,60295e-06
9,68992e-06
9,66858e-06
9,55356e-06
9,35845e-06
9,09586e-06
8,77739e-06
8,41365e-06
8,0143e-06
7,58805e-06
7,14275e-06
6,68536e-06
6,22207e-06
5,75828e-06
5,2987e-06
4,84734e-06
4,40763e-06
3,98241e-06
3,57398e-06
3,1842e-06
2,81448e-06
2,46583e-06
2,13894e-06
1,83418e-06
1,55165e-06
1,2912e-06
1,05251e-06
8,35056e-07
6,38191e-07
4,61141e-07
3,03038e-07
1,62938e-07
3,98477e-08
-6,72681e-08
-1,59464e-07
-2,37805e-07
-3,03351e-07
-3,5715e-07
-4,00228e-07
-4,33579e-07
-4,58166e-07
-4,74908e-07
-4,84682e-07
-4,88317e-07
-4,86593e-07
-4,80241e-07
-4,69939e-07
-4,56315e-07
-4,39948e-07
-4,21366e-07
-4,01049e-07
-3,7943e-07
-3,56899e-07
-3,33801e-07
-3,10443e-07
-2,87093e-07
-2,63983e-07
-2,41311e-07
-2,19245e-07
-1,97926e-07
-1,77466e-07
-1,57956e-07
-1,39465e-07
-1,2204e-07
-1,05715e-07
-9,05058e-08
-7,64162e-08
-6,34377e-08
-5,15522e-08
-4,0733e-08
-3,09462e-08
-2,21522e-08
-1,43069e-08
-7,36217e-09
-1,26773e-09
4,02871e-09
8,58044e-09
1,24411e-08
1,56639e-08
1,83018e-08
2,0406e-08
2,20266e-08
2,32117e-08
2,40075e-08
2,44577e-08
2,46039e-08
2,4485e-08
2,41374e-08
2,35952e-08
2,28894e-08
2,2049e-08
2,11003e-08
2,00671e-08
1,8971e-08
1,78313e-08
1,66652e-08
1,54878e-08
1,43124e-08
1,31504e-08
1,20117e-08
1,09046e-08
9,83583e-09
8,81104e-09
7,8346e-09
6,90982e-09
6,03906e-09
5,22383e-09
4,46489e-09
3,76233e-09
3,11565e-09
2,52388e-09
1,98563e-09
1,49915e-09
1,06241e-09
6,73163e-10
3,28966e-10
2,72683e-11
-2,34572e-10
-4,59241e-10
-6,49442e-10
-8,07859e-10
-9,37139e-10
-1,03987e-09
-1,11855e-09
-1,1756e-09
-1,21332e-09
-1,23391e-09
-1,23945e-09
-1,23187e-09
-1,21301e-09
-1,18454e-09
-1,14803e-09
-1,10492e-09
-1,05651e-09
-1,00399e-09
-9,48437e-10
-8,90802e-10
-8,3194e-10
-7,72601e-10
-7,13442e-10
-6,5503e-10
-5,97847e-10
-5,42302e-10
-4,88731e-10
-4,37406e-10
-3,88541e-10
-3,42297e-10
-2,98787e-10
-2,58081e-10
-2,20213e-10
-1,85184e-10
-1,52965e-10
-1,23504e-10
-9,67295e-11
-7,25503e-11
-5,0863e-11
-3,15527e-11
-1,44958e-11
4,36949e-13
1,33791e-11
2,44661e-11
3,38342e-11
4,16183e-11
4,79516e-11
5,29636e-11
5,67802e-11
5,95223e-11
6,13054e-11
6,22393e-11
6,24275e-11
6,19675e-11
6,095e-11
5,94593e-11
5,75733e-11
5,53634e-11
5,28947e-11
5,02263e-11
4,74114e-11
4,44976e-11
4,15271e-11
3,85372e-11
3,55602e-11
3,26242e-11
2,9753e-11
2,69667e-11
2,42818e-11
2,17116e-11
1,92665e-11
1,69543e-11
1,47803e-11
1,2748e-11
1,08588e-11
9,11239e-12
7,50733e-12
6,04081e-12
4,70905e-12
3,5074e-12
2,43054e-12
1,47267e-12
6,27526e-13
-1,1145e-13
-7,51007e-13
-1,29798e-12
-1,75928e-12
-2,14163e-12
-2,45173e-12
-2,69612e-12
-2,88107e-12
-3,01268e-12
-3,09667e-12
-3,13856e-12
-3,14353e-12
-3,11646e-12
-3,06187e-12
-2,98399e-12
-2,88669e-12
-2,77353e-12
-2,6477e-12
-2,51216e-12
-2,36957e-12
-2,22227e-12
-2,07239e-12
-1,92174e-12
-1,77193e-12
-1,62434e-12
-1,48018e-12
-1,34043e-12
-1,20592e-12
-1,07725e-12
-9,54941e-13
-8,39337e-13
-7,30728e-13
-6,29272e-13
-5,3502e-13
-4,47962e-13
-3,67989e-13
-2,94972e-13
-2,28703e-13
-1,68948e-13
-1,1544e-13
-6,78939e-14
-2,59674e-14
1,06216e-14
4,22508e-14
6,92476e-14
9,19482e-14
1,10717e-13
1,25893e-13
1,37768e-13
1,46673e-13
1,52928e-13
1,56819e-13
1,58617e-13
1,58578e-13
1,56947e-13
1,53943e-13
1,49823e-13
1,44751e-13
1,38926e-13
1,32478e-13
1,25544e-13
1,1829e-13
1,1084e-13
1,03273e-13
9,56781e-14
8,81546e-14
8,07306e-14
7,34964e-14
6,65076e-14
5,97838e-14
5,33558e-14
4,72366e-14
4,14807e-14
3,60694e-14
3,10011e-14
2,62975e-14
2,19612e-14
1,80094e-14
1,44136e-14
1,11413e-14
8,19392e-15
5,5498e-15
3,19132e-15
1,12493e-15
-6,66605e-16
-2,21984e-15
-3,55854e-15
-4,67479e-15
-5,56864e-15
-6,29921e-15
-6,88823e-15
-7,34659e-15
-7,65523e-15
-7,83407e-15
-7,90037e-15
-7,8691e-15
-7,75323e-15
-7,56403e-15
-7,31124e-15
-7,00332e-15
-6,64761e-15
-6,2584e-15
-5,87658e-15
-5,50118e-15
-5,13133e-15
-4,7663e-15
-4,40545e-15
-4,07778e-15
-3,74933e-15
-3,42018e-15
-3,09044e-15
-2,76018e-15
-2,42948e-15
-2,09839e-15
-1,7749e-15
-1,49444e-15
-1,25128e-15
-1,04047e-15
-8,57697e-16
-6,99235e-16
-5,61852e-16
-4,42742e-16
-3,39476e-16
-2,49945e-16
-1,72323e-16
-1,05026e-16
-4,66804e-17
3,90452e-18
4,77609e-17
8,57838e-17
1,18749e-16
1,4733e-16
1,72109e-16
1,93591e-16
2,12217e-16
2,28365e-16
2,42365e-16
2,54503e-16
2,65026e-16
2,7415e-16
2,8206e-16
2,88918e-16
2,94864e-16
3,00018e-16
3,04488e-16
3,08362e-16
3,11722e-16
3,14634e-16
3,17159e-16
3,19349e-16
3,21247e-16
3,22892e-16
3,24319e-16
3,25556e-16
3,26628e-16
3,27558e-16
3,28364e-16
3,29063e-16
3,29669e-16
3,30194e-16
3,30649e-16
3,31044e-16
3,31387e-16
3,31683e-16
3,31941e-16
3,32164e-16
3,32357e-16
3,32525e-16
3,3267e-16
3,32796e-16
3,32906e-16
3,33e-16
3,33083e-16
3,33154e-16
3,33215e-16
3,33269e-16
3,33315e-16
3,33356e-16
3,33391e-16
3,33421e-16
3,33447e-16
3,3347e-16
3,33489e-16
3,33507e-16
3,33521e-16
3,33534e-16
3,33545e-16
3,33555e-16
3,33563e-16
3,33571e-16
3,33577e-16
3,33582e-16
3,33587e-16
3,33591e-16
3,33595e-16
3,33598e-16
3,336e-16
3,33603e-16
3,33605e-16
3,33607e-16
3,33608e-16
3,33609e-16
3,33611e-16
3,33612e-16
