0
0,313356
0,581903
0,80892
0,997666
1,15135
1,27309
1,36593
1,43279
1,47645
1,49956
1,50463
1,494
1,46987
1,43427
1,38909
1,33606
1,27674
1,21256
1,14481
1,07465
1,00309
0,931036
0,85927
0,788471
0,719218
0,651996
0,587206
0,525172
0,466147
0,410319
0,35782
0,308732
0,263091
0,220894
0,182105
0,146658
0,114461
0,0854037
0,059359
0,036186
0,0157341
-0,00215456
-0,0176423
-0,0308938
-0,0420743
-0,0513476
-0,0588748
-0,0648131
-0,0693144
-0,072525
-0,0745845
-0,0756255
-0,075773
-0,0751444
-0,0738492
-0,0719891
-0,0696577
-0,0669409
-0,0639173
-0,0606577
-0,0572261
-0,0536796
-0,050069
-0,0464388
-0,0428278
-0,0392696
-0,0357926
-0,0324207
-0,0291737
-0,0260674
-0,0231139
-0,0203226
-0,0176997
-0,0152489
-0,0129719
-0,0108683
-0,00893594
-0,00717142
-0,00557001
-0,004126
-0,00283287
-0,00168346
-0,000670135
0,000215099
0,000980438
0,00163419
0,00218467
0,00264012
0,00300863
0,00329809
0,00351612
0,00367004
0,00376686
0,00381319
0,00381529
0,00377902
0,00370985
0,00361284
0,00349267
0,00335361
0,00319957
0,00303407
0,0028603
0,00268109
0,00249895
0,00231609
0,00213442
0,00195562
0,00178107
0,00161196
0,00144925
0,00129371
0,00114595
0,0010064
0,000875365
0,000753021
0,000639432
0,000534568
0,000438316
0,00035049
0,000270848
0,000199095
0,000134898
7,78937e-05
2,76939e-05
-1,61051e-05
-5,39176e-05
-8,61622e-05
-0,000113258
-0,000135618
-0,000153651
-0,000167751
-0,000178301
-0,000185668
-0,000190201
-0,000192232
-0,000192074
-0,000190019
-0,000186341
-0,000181292
-0,000175104
-0,000167992
-0,000160148
-0,000151749
-0,000142952
-0,000133898
-0,000124711
-0,000115502
-0,000106364
-9,73798e-05
-8,86185e-05
-8,01378e-05
-7,19852e-05
-6,41983e-05
-5,68062e-05
-4,98303e-05
-4,32847e-05
-3,71777e-05
-3,15119e-05
-2,6285e-05
-2,1491e-05
-1,71201e-05
-1,31597e-05
-9,59469e-06
-6,40808e-06
-3,58135e-06
-1,09486e-06
1,07183e-06
2,93962e-06
4,52962e-06
5,86291e-06
6,96032e-06
7,84228e-06
8,52864e-06
9,03855e-06
9,39041e-06
9,60172e-06
9,68906e-06
9,66805e-06
9,55333e-06
9,35848e-06
9,09613e-06
8,77786e-06
8,41429e-06
8,01508e-06
7,58895e-06
7,14374e-06
6,68643e-06
6,22319e-06
5,75944e-06
5,29988e-06
4,84854e-06
4,40882e-06
3,98358e-06
3,57513e-06
3,18532e-06
2,81556e-06
2,46687e-06
2,13993e-06
1,83512e-06
1,55253e-06
1,29203e-06
1,05328e-06
8,35771e-07
6,3885e-07
4,61744e-07
3,03586e-07
1,63434e-07
4,02927e-08
-6,68718e-08
-1,59114e-07
-2,37499e-07
-3,03087e-07
-3,56924e-07
-4,00038e-07
-4,33423e-07
-4,5804e-07
-4,7481e-07
-4,8461e-07
-4,88268e-07
-4,86564e-07
-4,8023e-07
-4,69944e-07
-4,56335e-07
-4,3998e-07
-4,21408e-07
-4,01099e-07
-3,79487e-07
-3,56962e-07
-3,33868e-07
-3,10514e-07
-2,87166e-07
-2,64056e-07
-2,41385e-07
-2,19319e-07
-1,97998e-07
-1,77537e-07
-1,58025e-07
-1,39531e-07
-1,22103e-07
-1,05775e-07
-9,05628e-08
-7,64697e-08
-6,34878e-08
-5,15988e-08
-4,07761e-08
-3,09858e-08
-2,21884e-08
-1,43397e-08
-7,3918e-09
-1,29426e-09
4,00515e-09
8,55969e-09
1,2423e-08
1,56484e-08
1,82885e-08
2,03949e-08
2,20175e-08
2,32045e-08
2,40019e-08
2,44536e-08
2,46012e-08
2,44835e-08
2,4137e-08
